Regen_Plot,Exclude,NOTES
CHI1983,,
CHI1975,,
CHI0163,,
CHI0155,,
CHI0098,,
CHI0074,,PHOTO TAKEN FROM WEST BECAUSE THE SOUTH WAS BETWEEN THE SHRUBS
CUB0461,,
CUB0466,,
CUB0383B,,Old stumps nearly not in plot
CUB0348,,
CUB0300,,
CUB0429,,
CUB0376,m,"Salvage ~15 years ago, small trees poss. Planted"
CUB0418,,
CUB0421,,
CUB0383A,m,Some PIPO trees may have been planted. #REGEN_INCOMPLETE PIPO seedling possibly planted
CUB0366,,
CUB0515,,
CUB0531,,40 paces south added to avoid stream influence.
CUB0547,,Plot moved 20 paces south to avoid effects of stream.
CUB0526,,
CUB0522,,
CUB0097,,
CUB0349,,1 Giant rock skews rock %.
CUB0374,,
CUB0352A,,
CUB0379,,Young trees starting to choke out CECO
CUB0404,,Moved 20 paces in road present. ARPA very prostrate so not sure.
CUB0398,,
CUB0106,,
CUB0434,,
CUB0094,,
CUB0069,,
CUB0072,,"Big leaf maple, white alder just ouside plot"
CUB0066,,Island of tress on rocky gravel hillside(see photo).
CUB0077,,Lots of heavily decomposed logs + shags; neither burned her cut.
CUB0083,,
CUB0090,,
CUB0091,,
CUB0088,,
CUB0402,,Some of trees in plot have metal tags.
CUB0365,,
CUB,,
CUB0075,,
CUB0477,,Found potential edge flagging WEST of center but could not find old plot center.
CUB0361,,
CUB0364,,
CUB0384,,
CUB0363,,
CUB0344,,
CUB0332,,
CUB0070,,
CUB0385,,
CUB0373,,Old cut stump in plot
CUB0381,,
CUB0436,,Manual plot 20m N to avoid skid path (?)
CUB0265,,
CUB0260,,
CUB0264,,
CUB0280,,
CUB0302,,
CUB0352B,,
CUB0278,,
CUB0279,,
CUB0275,,
CUB0293,,
CUB0396,,
CUB0399,,
CUB0395,,No trees in plot
CUB0277,,
CUB0435,,
CUB0423,,
CUB0414,,Plot was moved twenty paces to dodge riverbed
CUB0417,,
CUB0422,,Old stumps; adj. to shrub w/ saplings 2-4 m tall
CUB0397,,
PEA0149,,
PEA0200,,
PEA0101,,
PEA0176,,
PEA0154,,
PEA0164,,
PEA0167,,
PEA0124,,SYRO? CAMERA B 0549
PEA0071,,
PEA0177,,
PEA0045,,
PEA0043,i,#SURVIVING_INCOMPLETE
PEA0072,,EXTREMELY SPARSE AND LOTS OF BARE GROUND/ROCKY
PEA0048,,
PEA0082,,
PEA0074,,
PEA0105,,
PEA0192,,MOVED 20 M TO AVOID DRAINAGE
PEA0207,,
PEA0210,,
PEA0216,,
PEA0218,,
PEA0061,,
PEA0217,,
PEA0211,,
PEA0201,,CAMERA B 528-530 FOR SHRUB CONFIRMATION
PEA0186,,
PEA0169,,
PEA0181,,
PEA0107,nf,VERY ROCKY OUTCROPPING
PEA0079,,
PEA0046,,
PEA0121,,
PEA0141,,PREM? PHOTO CAMERA B 0544
PEA0174,,
PEA0086,,
PEA0125,,ROCK SAMPLE W/ PLOT NUMBER ON IT
PEA0016,,
PEA0146,,
PEA0163,,
PEA0032,,
PEA0219,,
PEA0030,,
PEA0209,,MOVED 22 M OVER- COULD NOT TRAVERSE MANZANITA #LOCATION_INCORRECT
PIT0175,,
PIT0166,,
PIT0171,,
PIT0159,,COCO (A) LOOKS LIKE SMALL TREE PHOTO #352-353
PIT0173,,
PIT0180,,
PIT0170,,
PIT0226,,
PIT0251,,
PIT0206,,
PIT0196,,
PIT0197,,
PIT0247,,
PIT0162,,
PIT0168,i,#SURVIVING_INCOMPLETE
PIT0221,,
PIT0139,,
PIT0239,,
PIT0242,,OLD 2013 PHOTOS- SWITCH #241 AND #242
PIT0241,,
PIT0188,i,"NOT SURE IF SEEDLINGS WERE SEEDED OR PLANTED #REGEN_INCOMPLETE UNCERTAINTY WITH WHETHER IT WAS PLANTED OR SEEDED, ALSO MISSING AN UNDETERMINED AGE CLASS"
PIT0157,,
PIT0161,,"NUTMEG PHOTOS: 357, 360, 361"
PIT0160,,
PIT0207,,
PIT0187,,COULDN'T FIND BASAL AREA EVEN WITH BAF 5
PIT0234,,
PIT0233,,
PIT0238,,
PIT0153,,
PIT0164,,MOVED 20 PACES- (PLOT IN STREAM)
PIT0177,,
PIT0211,,"LIVE TREE COUNT STARTED AT SOUTH END, WENT CLOCKWISE"
PIT0167,,
PIT0152,,"MICHELE DATA: THIS SHEET, 2 PREVIOUS, 1 AFTER: MISSING PHOTO, HERB, SEVERITY"
PIT0172,i,#SURVIVING_INCOMPLETE NEED TO CONFIRM THAT CHSE WAS IS THE CORRECT ID
PIT0149,,
PIT0147,,
STR0050,,
STR0227,,
STR0076,,
STR0065,,
STR0067,,
STR0315,,
STR0319,,
STR0084,,
STR0316,,
STR0295,,
STR0299,,
STR0300,,Possible - very old road.
STR0307,,
STR0292,,
STR0283,,
STR0081,,
STR0088,,
STR0095,i,#SURVIVING_INCOMPLETE
STR0274,,
STR0264,,
STR0311,,
STR0059,,
STR0091,,
STR0101,,
STR0116,,
STR0256,,
STR0298,,
STR0265,,
STR0267,i,#SURVIVING_INCOMPLETE
STR0038,,
STR0255,,
STR0058,,
STR0041,,
CUB0409,,
POW0009,,
POW0017,,
POW0018,,
POW0019,,
POW0022,,
POW0023,,
POW0026,,
POW0032,,
POW0034,,
POW0035,,
POW0037,,
POW0040,,
POW0043,,
POW0044,,
POW0048,,
POW0049,,
POW0052,,
POW0057,,
POW0069,,
POW0072,,
POW0079,,
POW0082,,
POW0086,,
POW0091,,
POW0095,,
POW0096,,
POW0097,,
POW0099,,
POW0101,,
POW0103,,
POW0105,,
POW0106,,
POW0108,,
POW0109,,
POW0293,,
POW0294,,
POW0295,,
POW0296,,
POW0298,,
POW0299,,
POW0301,,
POW0302,,
POW0307,,
POW0311,,
POW0406,,
POW0414,,
POW0517,,
POW0520,,
POW0529,,
POW0534,,
POW0536,,
POW0537,,
POW0540,,
POW0542,,
POW0543,,
POW0544,,
POW0545,,
POW0549,,
POW0551,,
POW0552,,
POWO088,,
