"ID","Regen_Plot","COUNT TOTAL","Species","5yr","6yr","7yr","8yr","9yr","10yr","11yr","12yr","._sprouts","DBH (cm)","talst_age","tallest_ht_cm","tallest_lastyr_cm"
1349,"SIM1000073","1","QUCH2",,1,,,,,,,,,6.00,70.00,10.00
1350,"SIM1000074","3","QUCH2",,,3,,,,,,,,7.00,160.00,
1351,"SIM1000075","9","LIDE3",,,9,,,,,,16,,6.00,370.00,40.00
1352,"SIM1000076","6","LIDE3",,,6,,,,,,3,,7.00,190.00,13.00
1353,"SIM1000078","1","LIDE3",,1,,,,,,,4,,6.00,420.00,32.00
1354,"SIM1000079","1","ARME",,,1,,,,,,8,,7.00,700.00,28.00
1355,"SIM1000079","8","LIDE3",,,8,,,,,,27,,7.00,350.00,28.00
1356,"SIM1000079","1","QUKE",,,1,,,,,,15,,7.00,700.00,27.00
1357,"SIM1000080","2","ARME",,2,,,,,,,5,,7.00,400.00,65.00
1358,"SIM1000080","6","LIDE3",,,6,,,,,,6,,7.00,350.00,25.00
1359,"SIM1000081","1","ARME",,1,,,,,,,7,,6.00,360.00,39.00
1360,"SIM1000081","5","QUCH2",,5,,,,,,,6,,6.00,220.00,9.00
1361,"SIM1000082","1","ARME",,1,,,,,,,11,,6.00,350.00,20.00
1362,"SIM1000082","2","LIDE3",,2,,,,,,,,,,,
1363,"SIM1000082","4","QUCH2",,4,,,,,,,,,,,
1364,"SIM1000083","1","ARME",,1,,,,,,,,,6.00,800.00,38.00
1365,"SIM1000083","5","LIDE3",,5,,,,,,,11,,6.00,250.00,40.00
1366,"SIM1000084","1","ARME",,1,,,,,,,2,,6.00,410.00,22.00
1367,"SIM1000084","2","LIDE3",,2,,,,,,,6,,6.00,250.00,25.00
1368,"SIM1000084","1","QUCH2",,1,,,,,,,4,,6.00,120.00,32.00
1369,"SIM1000085","3","LIDE3",,,3,,,,,,5,,7.00,120.00,25.00
1370,"SIM1000085","1","QUCH2",,,1,,,,,,3,,7.00,60.00,9.00
1371,"SIM1000086","3","QUCH2",,,3,,,,,,2,,7.00,110.00,15.00
1372,"SIM1000087","4","ARME",,4,,,,,,,5,,6.00,350.00,30.00
1373,"SIM1000087","3","LIDE3",,3,,,,,,,10,,6.00,400.00,75.00
1374,"SIM1000088","5","LIDE3",,,5,,,,,,11,,7.00,450.00,24.00
1375,"SIM1000089","6","LIDE3",,,6,,,,,,7,,7.00,4.00,21.00
1376,"SIM1000090","2","ARME",,,2,,,,,,4,,7.00,220.00,21.00
1377,"SIM1000090","3","LIDE3",,,3,,,,,,14,,7.00,420.00,30.00
1378,"SIM1000090","2","QUCH2",,,2,,,,,,6,,7.00,100.00,13.00
1379,"SIM1000091","4","LIDE3",,,4,,,,,,15,,7.00,390.00,26.00
1380,"SIM1000091","3","QUCH2",,,3,,,,,,8,,7.00,115.00,26.00
1381,"SIM1000092","4","LIDE3",,,4,,,,,,7,,7.00,2.00,18.00
1382,"SIM1000092","1","QUCH2",,,1,,,,,,4,,7.00,110.00,16.00
1383,"SIM1000093","4","LIDE3",,,4,,,,,,13,,7.00,250.00,24.00
1384,"SIM1000094","3","LIDE3",,,3,,,,,,10,,7.00,300.00,23.00
1385,"SIM1000094","4","QUCH2",,,4,,,,,,7,,7.00,92.00,15.00
1386,"SIM1000095","7","LIDE3",,,7,,,,,,11,,7.00,320.00,55.00
1387,"SIM1000095","1","QUCH2",,,1,,,,,,,,7.00,75.00,18.00
1388,"SIM1000096","3","ARME",,,3,,,,,,6,,7.00,5.20,20.00
1389,"SIM1000096","5","LIDE3",,,5,,,,,,4,,7.00,2.00,24.00
1390,"SIM1000096","3","QUCH2",,,3,,,,,,6,,7.00,210.00,32.00
1391,"SIM1000097","2","LIDE3",,2,,,,,,,6,,7.00,200.00,13.00
1392,"SIM1000098","1","CONU4",,,1,,,,,,12,,7.00,160.00,25.00
1393,"SIM1000098","5","LIDE3",,,5,,,,,,20,,7.00,210.00,11.00
1394,"SPA1000016","1","QUCH2",,,1,,,,,,2,,7.00,70.00,12.00
1395,"SPA1000017","1","QUKE",,1,,,,,,,2,,6.00,110.00,41.00
1396,"SPA1000020","2","ARME",,,2,,,,,,10,,7.00,100.00,25.00
1397,"SPA1000021","7","QUCH2",,,7,,,,,,3,,7.00,150.00,20.00
1398,"SPA1000024","1","QUCH2",1,,,,,,,,,,4.00,13.00,4.00
1399,"SPA1000025","2","QUCH2",,,2,,,,,,4,,7.00,70.00,10.00
1400,"SPA1000025","2","QUKE",,,2,,,,,,8,,7.00,80.00,10.00
1401,"SPA1000026","2","QUCH2",,,2,,,,,,8,,7.00,200.00,40.00
1402,"SPA1000027","1","QUCH2",,,1,,,,,,6,,7.00,230.00,35.00
1403,"SPA1000028","2","QUCH2",,,2,,,,,,6,,7.00,230.00,20.00
1404,"SPA1000029","2","QUWI",,2,,,,,,,4,,6.00,200.00,8.00
1405,"SPA1000030","1","QUCH2",,,1,,,,,,4,,7.00,130.00,15.00
1406,"SPA1000032","1","QUCH2",,,1,,,,,,4,,7.00,50.00,12.00
1407,"SPA1000033","4","QUCH2",,,4,,,,,,11,,7.00,130.00,5.00
1408,"SPA1000034","2","QUCH2",,,2,,,,,,4,,7.00,120.00,17.00
1409,"SPA1000035","1","ARME",,1,,,,,,,1,,6.00,250.00,22.00
1410,"SPA1000035","5","QUCH2",,5,,,,,,,7,,6.00,300.00,28.00
1411,"SPA1000035","1","QUKE",,1,,,,,,,6,,6.00,270.00,22.00
1412,"SPA1000036","1","QUCH2",,,1,,,,,,8,,7.00,90.00,10.00
1413,"SPA1000037","1","QUCH2",,1,,,,,,,,,7.00,40.00,8.00
1414,"SPA1000038","1","CONU4",,,1,,,,,,,,7.00,230.00,26.00
1415,"SPA1000038","7","QUCH2",,,7,,,,,,6,,7.00,150.00,22.00
1416,"SPA1000039","1","QUCH2",,,1,,,,,,10,,7.00,120.00,12.00
1417,"SPA1000041","1","QUCH2",,1,,,,,,,2,,7.00,150.00,25.00
1418,"SPA1000042","3","QUCH2",,,3,,,,,,8,,7.00,160.00,33.00
1419,"SPA1000043","1","QUCH2",,,1,,,,,,,,7.00,145.00,18.00
1420,"SPA1000043","1","QUKE",,,1,,,,,,,,7.00,320.00,64.00
1421,"SPA1000044","4","QUCH2",,,3,,,,,,7,,7.00,200.00,13.00
1422,"SPA1000045","2","QUCH2",,,2,,,,,,6,,7.00,130.00,11.00
1423,"SPA1000046","1","ACMA",,,1,,,,,,11,,7.00,500.00,15.00
1424,"SPA1000046","2","QUCH2",,,2,,,,,,3,,7.00,200.00,15.00
1425,"SPA1000047","2","QUCH2",,,2,,,,,,13,,6.00,150.00,15.00
1426,"SPA1000047","1","QUKE",,,1,,,,,,15,,6.00,500.00,27.00
1427,"SPA1000048","1","QUCH2",,,1,,,,,,20,,7.00,160.00,20.00
1428,"SPA1000050","1","QUCH2",,,1,,,,,,3,,7.00,230.00,30.00
1429,"SPA1000051","1","ARME",,,1,,,,,,3,,7.00,,35.00
1430,"SPA1000051","3","QUCH2",,,3,,,,,,,,7.00,,
1431,"SPA1000052","3","QUCH2",,3,,,,,,,5,,6.00,60.00,8.00
1432,"SPA1000053","8","QUCH2",,8,,,,,,,5,,6.00,140.00,12.00
1433,"SPA1000054","2","QUKE",,,2,,,,,,18,,7.00,500.00,31.00
1434,"SPA1000055","1","QUCH2",,,1,,,,,,6,,7.00,100.00,16.00
1435,"SPA1000056","2","QUCH2",,,2,,,,,,9,,7.00,200.00,20.00
1436,"SPA1000057","1","QUCH2",,,1,,,,,,7,,7.00,40.00,12.00
1437,"SPA1000058","2","QUCH2",,,2,,,,,,5,,7.00,120.00,15.00
1438,"SPA1000058","3","QUKE",,,3,,,,,,4,,7.00,250.00,30.00
1439,"SPA1000059","5","QUCH2",,,5,,,,,,,,7.00,200.00,21.00
1440,"SPA1000060","1","CONU4",,1,,,,,,,23,,6.00,370.00,26.00
1441,"SPA1000060","5","QUCH2",,5,,,,,,,9,,6.00,140.00,11.00
1442,"SPA1000060","2","QUKE",,2,,,,,,,8,,6.00,500.00,17.00
1443,"SPA1000061","1","QUCH2",,,1,,,,,,2,,7.00,110.00,9.00
1444,"SPA1000062","1","QUKE",,,1,,,,,,17,,7.00,500.00,30.00
1445,"SPA1000064","2","QUCH2",,,2,,,,,,11,,7.00,170.00,35.00
1446,"SPA1000064","1","QUKE",,,1,,,,,,14,,7.00,280.00,45.00
1447,"SPA1000065","2","QUCH2",,,1,,,,,,10,,7.00,170.00,25.00
1448,"SPA1000066","9","QUCH2",,,9,,,,,,13,,7.00,140.00,40.00
1449,"SPA1000067","1","ARME",,,1,,,,,,5,,7.00,430.00,35.00
1450,"SPA1000067","2","QUCH2",,,2,,,,,,4,,7.00,95.00,38.00
1451,"SPA1000068","1","ACMA",,,1,,,,,,,,7.00,340.00,30.00
1452,"SPA1000069","2","QUCH2",,,2,,,,,,,,7.00,,
1453,"SPA1000069","1","QUKE",,,1,,,,,,,,7.00,350.00,65.00
1454,"SPA1000070","1","QUCH2",,,1,,,,,,,,7.00,100.00,18.00
1455,"SPA1000070","2","QUKE",,,2,,,,,,,,7.00,450.00,44.00
1456,"SPA1000071","4","QUCH2",,,4,,,,,,6,,7.00,80.00,8.00
1457,"SPA1000072","4","QUCH2",,4,,,,,,,5,,6.00,140.00,10.00
1458,"SPA1000074","5","QUCH2",,5,,,,,,,,,6.00,110.00,9.00
1459,"SPA1000075","2","QUCH2",,,2,,,,,,,,7.00,230.00,
1460,"SPA1000076","2","QUCH2",,,2,,,,,,,,7.00,110.00,24.00
1461,"SPA1000077","1","QUCH2",,,1,,,,,,,,7.00,120.00,10.00
1462,"SPA1000080","2","QUCH2",,,2,,,,,,6,,7.00,120.00,23.00
1463,"SPA1000080","1","QUKE",,,1,,,,,,7,,7.00,140.00,23.00
1464,"SPA1000081","5","QUCH2",,5,,,,,,,15,,6.00,130.00,7.00
1465,"SPA1000082","3","QUCH2",,3,,,,,,,15,,6.00,130.00,25.00
1466,"SPA1000085","3","QUCH2",,3,,,,,,,,,6.00,110.00,12.00
1467,"SPA1000086","7","QUCH2",,,7,,,,,,,,7.00,180.00,16.00
1468,"SPA1000087","1","ARME",,,1,,,,,,13,,7.00,300.00,
1469,"SPA1000087","2","QUCH2",,,2,,,,,,,,7.00,130.00,15.00
1470,"SPA1000087","1","QUKE",,,1,,,,,,,,7.00,200.00,43.00
1471,"SPA1000089","2","QUCH2",,2,,,,,,,,,6.00,97.00,11.00
1472,"SPA1000090","1","QUCH2",,1,,,,,,,9,,6.00,80.00,8.00
1473,"SPA1000094","3","QUCH2",,,3,,,,,,,,7.00,170.00,15.00
1474,"SPA1000095","1","ARME",,,1,,,,,,3,,7.00,420.00,
1475,"SPA1000095","2","QUCH2",,,2,,,,,,1,,7.00,200.00,11.00
1476,"SPA1000096","1","QUCH2",,,1,,,,,,,,7.00,35.00,5.00
1477,"SPA1000098","1","QUKE",,,1,,,,,,,,7.00,40.00,13.00
1478,"SPA1000099","2","QUCH2",,,1,,,,,,6,,7.00,70.00,18.00
1479,"SPA1000102","2","QUCH2",,,2,,,,,,5,,7.00,50.00,17.00
1480,"SPA1000103","1","QUCH2",,,1,,,,,,,,7.00,120.00,17.00
1481,"SPA1000106","2","QUCH2",,,2,,,,,,10,,7.00,140.00,15.00
1482,"SPA1000111","1","QUWI",,,1,,,,,,12,,7.00,80.00,18.00
1483,"SPA1000116","2","QUCH2",,,2,,,,,,,,7.00,40.00,7.00
1484,"SPA1000117","5","QUCH2",,,5,,,,,,8,,7.00,90.00,5.00
1485,"SPA1000118","4","QUKE",,,4,,,,,,9,,7.00,80.00,17.00
1486,"SPA1000119","1","QUCH2",,,1,,,,,,,,7.00,190.00,16.00
1487,"SPA1000121","2","QUCH2",,,2,,,,,,4,,7.00,140.00,18.00
1488,"SPA1000121","2","QUKE",,,2,,,,,,10,,7.00,280.00,42.00
1489,"SPA1000122","1","QUCH2",,,1,,,,,,7,,7.00,80.00,12.00
1490,"SPA1000124","2","QUCH2",,,2,,,,,,10,,7.00,90.00,25.00
1491,"SPA1000127","1","QUCH2",,1,,,,,,,,,6.00,35.00,11.00
1492,"SPA1000131","1","QUCH2",,1,,,,,,,8,,7.00,150.00,12.00
1493,"SPA1000131","1","QUKE",,1,,,,,,,3,,7.00,400.00,27.00
1494,"SPA1000132","2","QUCH2",,,2,,,,,,5,,7.00,150.00,20.00
1495,"SPA1000132","1","QUKE",,,1,,,,,,10,,7.00,400.00,30.00
1496,"SPA1000136","1","QUCH2",,,1,,,,,,3,,7.00,90.00,7.00
1497,"SPA1000136","1","QUKE",,,1,,,,,,5,,7.00,80.00,8.00
1498,"SPA1000138","2","QUVA",,,2,,,,,,2,,7.00,55.00,13.00
1499,"SPA1000139","3","QUWI",,,3,,,,,,,,7.00,60.00,2.00
1500,"SPA1000147","1","QUCH2",,,1,,,,,,5,,7.00,30.00,7.00
1501,"SPA1000166","8","QUKE",,,8,,,,,,15,,7.00,90.00,3.00
1502,"SPA1000175","1","QUKE",,,1,,,,,,,,7.00,40.00,5.00
1503,"STY0900009","2","QUKE",2,,,,,,,,,,5.00,290.00,20.00
1504,"PNP1000002","1","LIDE3",,,,,,,1,,2,"1.8",11.00,320.00,
1505,"PNP1000002","1","ARME",,,,,,,1,,3,"4.2",11.00,750.00,
1506,"PNP1000002","1","LIDE3",,,,,,,1,,3,"3.2",11.00,370.00,
1507,"PNP1000005","1","ARME",,,,,,,1,,2,"7.1",11.00,620.00,
1508,"PNP1000005","1","ARME",,,,,,,1,,4,"7.9",11.00,550.00,
1509,"PNP1000005","1","ACMA",,,,,,,1,,8,"7.5",11.00,600.00,
1510,"PNP1000006","1","LIDE3",,,,,,,1,,19,"5.2",11.00,450.00,
1511,"PNP1000006","1","LIDE3",,,,,,,1,,6,"3.8",11.00,250.00,
1512,"PNP1000006","1","LIDE3",,,,,,,1,,2,".8",11.00,170.00,
1513,"PNP1000006","1","LIDE3",,,,,,,1,,4,"1.5",11.00,200.00,
1514,"PNP1000006","1","LIDE3",,,,,,,1,,2,"1",11.00,190.00,
1515,"PNP1000006","1","LIDE3",,,,,,,1,,3,"4.2",11.00,350.00,
1516,"PNP1000006","1","LIDE3",,,,,,,1,,4,"2",11.00,280.00,
1517,"PNP1000006","1","LIDE3",,,,,,,1,,4,"2.8",11.00,290.00,
1518,"PNP1000006","1","LIDE3",,,,,,,1,,40,"6.6",11.00,650.00,
1519,"PNP1000006","1","LIDE3",,,,,,,1,,50,"7.5",11.00,600.00,
1520,"PNP1000007","1","ACMA",,,,,,,1,,4,"8.2",11.00,650.00,
1521,"PNP1000007","1","LIDE3",,,,,,,1,,4,"3.4",11.00,300.00,
1522,"PNP1000007","1","CONU4",,,,,,,1,,4,"3.7",11.00,500.00,
1523,"PNP1000007","1","LIDE3",,,,,,,1,,3,"4.5",11.00,270.00,
1524,"PNP1000007","1","LIDE3",,,,,,,1,,4,"3.5",11.00,320.00,
1525,"PNP1000007","1","LIDE3",,,,,,,1,,8,"2",11.00,240.00,
1526,"PNP1000008","1","LIDE3",,,,,,,1,,3,"4.5",11.00,500.00,
1527,"PNP1000008","1","LIDE3",,,,,,,1,,3,"6",11.00,550.00,
1528,"PNP1000008","1","LIDE3",,,,,,,1,,2,"1",11.00,200.00,
1529,"PNP1000008","1","LIDE3",,,,,,,1,,4,"1.5",11.00,250.00,
1530,"PNP1000008","1","ARME",,,,,,,1,,3,"1.3",11.00,240.00,
1531,"PNP1000008","1","LIDE3",,,,,,,1,,3,"2.1",11.00,250.00,
1532,"PNP1000008","1","CONU4",,,,,,,1,,3,"1",11.00,180.00,
1533,"PNP1000009","1","CONU4",,,,,,,1,,3,".9",11.00,200.00,
1534,"PNP1000009","1","LIDE3",,,,,,,1,,3,"1.5",11.00,230.00,
1535,"PNP1000009","1","LIDE3",,,,,,,1,,5,"2.5",11.00,350.00,
1536,"PNP1000009","1","LIDE3",,,,,,,1,,2,"3.4",11.00,370.00,
1537,"PNP1000010","1","LIDE3",,,,,,,1,,6,"2.1",11.00,300.00,
1538,"PNP1000010","1","ARME",,,,,,,1,,2,"1.9",11.00,270.00,
1539,"PNP1000010","1","LIDE3",,,,,,,1,,2,"2.5",11.00,250.00,
1540,"PNP1000010","1","QUCH2",,,,,,,1,,4,"1",11.00,190.00,
1541,"PNP1000010","1","ARME",,,,,,,1,,4,"1.7",11.00,250.00,
1542,"PNP1000010","1","LIDE3",,,,,,,1,,3,"2.2",11.00,310.00,
1543,"PNP1000010","1","LIDE3",,,,,,,1,,18,"4.2",11.00,470.00,
1544,"PNP1000010","1","LIDE3",,,,,,,1,,4,"2.7",11.00,300.00,
1545,"PNP1000010","1","LIDE3",,,,,,,1,,6,"1.5",11.00,250.00,
1546,"PNP1000010","1","LIDE3",,,,,,,1,,4,"2.4",11.00,350.00,
1547,"PNP1000010","1","LIDE3",,,,,,,1,,4,"3.8",11.00,450.00,
1548,"PNP1000010","1","LIDE3",,,,,,,1,,3,"1",11.00,145.00,
1549,"PNP1000010","1","LIDE3",,,,,,,1,,3,"3.6",11.00,350.00,
1550,"PNP1000010","1","ARME",,,,,,,1,,2,"2.9",11.00,350.00,
1551,"PNP1000010","1","LIDE3",,,,,,,1,,5,"3.6",11.00,420.00,
1552,"PNP1000010","1","LIDE3",,,,,,,1,,5,"5.2",11.00,450.00,
1553,"PNP1000010","1","LIDE3",,,,,,,1,,2,"1.9",11.00,250.00,
1554,"PNP1000011","1","CONU4",,,,,,,1,,4,"1",11.00,300.00,
1555,"PNP1000011","1","ARME",,,,,,,1,,5,"3",11.00,430.00,
1556,"PNP1000011","1","ARME",,,,,,,1,,6,"5.5",11.00,600.00,
1557,"PNP1000012","1","SALU",,,,,,,1,,23,"3.7",11.00,500.00,
1558,"PNP1000012","1","SALU",,,,,,,1,,29,"2.4",11.00,450.00,
1559,"PNP1000012","1","CONU4",,,,,,,1,,4,"3.8",11.00,400.00,
1560,"PNP1000012","1","CONU4",,,,,,,1,,5,"1.9",11.00,250.00,
1561,"PNP1000015","1","LIDE3",,,,,,,1,,3,"1.5",11.00,280.00,
1562,"PNP1000015","1","LIDE3",,,,,,,1,,4,"2.9",11.00,430.00,
1563,"PNP1000015","1","LIDE3",,,,,,,1,,3,"4.9",11.00,550.00,
1564,"PNP1000015","1","CONU4",,,,,,,1,,7,"3",11.00,410.00,
1565,"PNP1000015","1","LIDE3",,,,,,,1,,2,"3.7",11.00,410.00,
1566,"PNP1000015","1","LIDE3",,,,,,,1,,3,"2.1",11.00,600.00,
1567,"PNP1000015","1","CONU4",,,,,,,1,,2,"2.7",11.00,450.00,
1568,"PNP1000015","1","LIDE3",,,,,,,1,,8,"3.5",11.00,330.00,
1569,"PNP1000015","1","CONU4",,,,,,,1,,1,"3",11.00,500.00,
1570,"PNP1000015","1","LIDE3",,,,,,,1,,3,"4.2",11.00,550.00,
1571,"PNP1000015","1","LIDE3",,,,,,,1,,2,"3",11.00,290.00,
1572,"PNP1000016","1","LIDE3",,,,,,,1,,3,"5.6",11.00,480.00,
1573,"PNP1000016","1","LIDE3",,,,,,,1,,4,"1.5",11.00,420.00,
1574,"PNP1000016","1","LIDE3",,,,,,,1,,10,"5.3",11.00,650.00,
1575,"PNP1000016","1","LIDE3",,,,,,,1,,9,"5.8",11.00,550.00,
1576,"PNP1000016","1","LIDE3",,,,,,,1,,2,"1",11.00,200.00,
1577,"PNP1000023","1","LIDE3",,,,,,,1,,7,"6.6",11.00,650.00,
1578,"PNP1000023","1","ARME",,,,,,,1,,6,"9.1",11.00,650.00,
1579,"PNP1000023","1","LIDE3",,,,,,,1,,7,"6.1",11.00,370.00,
1580,"PNP1000023","1","LIDE3",,,,,,,1,,3,"4",11.00,500.00,
1581,"PNP1000024","1","ARME",,1,,,,,,,3,".6",6.00,180.00,
1582,"PNP1000024","1","ARME",,1,,,,,,,2,"1.2",6.00,180.00,
1583,"PNP1000027","1","LIDE3",,,,,,,1,,2,"3.6",11.00,300.00,
1584,"PNP1000027","1","LIDE3",,,,,,,1,,2,"1.5",11.00,250.00,
1585,"PNP1000027","1","LIDE3",,,,,,,1,,3,"1",11.00,170.00,
1586,"PNP1000027","1","LIDE3",,,,,,,1,,3,"2.2",11.00,220.00,
1587,"PNP1000028","1","ARME",,,,,,,1,,7,"3.1",11.00,250.00,
1588,"PNP1000028","1","LIDE3",,,,,,,1,,9,"4.1",11.00,280.00,
1589,"PNP1000028","1","LIDE3",,,,,,,1,,7,"7.6",11.00,600.00,
1590,"PNP1000031","1","LIDE3",,,,,,,1,,2,"2.5",11.00,150.00,
1591,"PNP1000031","1","LIDE3",,,,,,,1,,3,".3",11.00,175.00,
1592,"PNP1000031","1","LIDE3",,,,,,,1,,3,".4",11.00,150.00,
1593,"PNP1000031","1","CONU4",,,,,,,1,,3,"7.1",11.00,600.00,
1594,"PNP1000031","1","LIDE3",,,,,,,1,,5,"5.3",11.00,500.00,
1595,"PNP1000031","1","CONU4",,,,,,,1,,3,"4",11.00,400.00,
1596,"PNP1000032","1","LIDE3",,,,,,,1,,2,"4.4",11.00,480.00,
1597,"PNP1000032","1","LIDE3",,,,,,,1,,3,"5.5",11.00,520.00,
1598,"PNP1000032","1","LIDE3",,,,,,,1,,3,"4",11.00,400.00,
1599,"PNP1000032","1","LIDE3",,,,,,,1,,3,"4.5",11.00,450.00,
1600,"PNP1000032","1","LIDE3",,,,,,,1,,4,"5.6",11.00,500.00,
1601,"PNP1000032","1","LIDE3",,,,,,,1,,9,"6.1",11.00,600.00,
1602,"PNP1000032","1","LIDE3",,,,,,,1,,1,"4.9",11.00,500.00,
1603,"PNP1000032","1","LIDE3",,,,,,,1,,3,"3.8",11.00,500.00,
1604,"PNP1000032","1","LIDE3",,,,,,,1,,2,"7.5",11.00,550.00,
1605,"PNP1000033","1","ACMA",,,,,,,1,,6,"2.2",11.00,270.00,
1606,"PNP1000033","1","LIDE3",,,,,,,1,,5,"3.5",11.00,300.00,
1607,"PNP1000033","1","LIDE3",,,,,,,1,,3,"4",11.00,320.00,
1608,"PNP1000033","1","LIDE3",,,,,,,1,,2,"3",11.00,350.00,
1609,"PNP1000033","1","LIDE3",,,,,,,1,,4,"2.7",11.00,350.00,
1610,"PNP1000034","1","LIDE3",,,,,,,1,,7,"4.1",11.00,550.00,
1611,"PNP1000034","1","LIDE3",,,,,,,1,,8,"7.9",11.00,600.00,
1612,"PNP1000034","1","LIDE3",,,,,,,1,,6,"2.9",11.00,450.00,
1613,"PNP1000035","1","LIDE3",,,,,,,1,,6,"4.6",11.00,420.00,
1614,"PNP1000035","1","LIDE3",,,,,,,1,,3,"4.4",11.00,500.00,
1615,"PNP1000035","1","LIDE3",,,,,,,1,,0,"4.3",11.00,550.00,
1616,"PNP1000035","1","ARME",,,,,,,1,,2,"4.2",11.00,600.00,
1617,"PNP1000036","1","LIDE3",,,,,,,1,,0,"1",11.00,210.00,
1618,"PNP1000036","1","LIDE3",,,,,,,1,,5,"2.9",11.00,250.00,
1619,"PNP1000036","1","LIDE3",,,,,,,1,,3,"4.6",11.00,500.00,
1620,"PNP1000036","1","LIDE3",,,,,,,1,,2,"3.6",11.00,400.00,
1621,"PNP1000036","1","LIDE3",,,,,,,1,,5,"3.5",11.00,400.00,
1622,"PNP1000036","1","LIDE3",,,,,,,1,,3,"1",11.00,230.00,
1623,"PNP1000036","1","LIDE3",,,,,,,1,,4,"2.4",11.00,350.00,
1624,"PNP1000036","1","LIDE3",,,,,,,1,,4,"2.7",11.00,400.00,
1625,"PNP1000036","1","CONU4",,,,,,,1,,1,"3",11.00,450.00,
1626,"PNP1000036","1","LIDE3",,,,,,,1,,5,"2.4",11.00,250.00,
1627,"PNP1000037","1","ARME",,,,,,,1,,5,"4.2",11.00,350.00,
1628,"PNP1000037","1","LIDE3",,,,,,,1,,5,"5.5",11.00,500.00,
1629,"PNP1000037","1","LIDE3",,,,,,,1,,3,"5.2",11.00,350.00,
1630,"PNP1000037","1","LIDE3",,,,,,,1,,0,"2.1",11.00,270.00,
1631,"PNP1000037","1","LIDE3",,,,,,,1,,3,"5.5",11.00,400.00,
1632,"PNP1000038","1","QUCH2",,,,,,,1,,6,"2.9",11.00,250.00,
1633,"PNP1000038","1","LIDE3",,,,,,,1,,5,"4",11.00,430.00,
1634,"PNP1000042","1","ARME",,,,,,,1,,2,"3.2",11.00,300.00,
1635,"PNP1000042","1","LIDE3",,,,,,,1,,2,"2.1",11.00,350.00,
1636,"PNP1000042","1","LIDE3",,,,,,,1,,2,"2",11.00,450.00,
1637,"PNP1000042","1","LIDE3",,,,,,,1,,2,"7.7",11.00,700.00,
1638,"PNP1000042","1","ACMA",,,,,,,1,,7,"9",11.00,800.00,
1647,"PNP1000042","1","LIDE3",,,,,,,1,,1,"7.4",11.00,700.00,
1648,"PNT1000001","6","ARME",,,5,,1,,,,1,"2.5",9.00,200.00,
1649,"PNT1000001","4","LIDE3",,,1,1,,2,,,5,"3",10.00,250.00,
1650,"PNT1000002","1","CONU4",,,,,,,1,,7,"4.4",11.00,300.00,
1651,"PNT1000002","1","QUCH2",,,,1,,,,,4,"2",8.00,230.00,
1652,"PNT1000002","1","LIDE3",,,,,,,1,,5,"7.4",11.00,500.00,
1653,"PNT1000002","1","CONU4",,,,,,,1,,5,"4.2",11.00,300.00,
1654,"PNT1000004","2","ARME",,1,,1,,,,,2,"2.1",7.00,220.00,
1655,"PNT1000004","1","LIDE3",,,,,,,1,,8,"5.8",11.00,600.00,
1656,"PNT1000005","3","ARME",,,1,1,,1,,,2,"3.9",10.00,420.00,
1657,"PNT1000005","1","CONU4",,,,,,,1,,23,"5",11.00,450.00,
1658,"PNT1000006","1","LIDE3",,,,1,,,,,1,"1",7.00,180.00,
1659,"PNT1000007","1","LIDE3",,,,,,,1,,5,"5",11.00,450.00,
1660,"PNT1000007","1","LIDE3",,,,,,,1,,5,"5.1",11.00,500.00,
1661,"PNT1000008","1","CONU4",,,,,,,1,,,"2",11.00,450.00,
1662,"PNT1000008","1","CONU4",,,,,,,1,,,"6.1",11.00,450.00,
1663,"PNT1000008","1","LIDE3",,,,,,,1,,,"3",11.00,450.00,
1664,"PNT1000008","1","LIDE3",,,,,,,1,,,"4.5",11.00,450.00,
1665,"PNT1000008","1","LIDE3",,,,,,,1,,,"3.3",11.00,450.00,
1666,"PNT1000008","1","LIDE3",,,,,,,1,,,"5.7",11.00,450.00,
1667,"PNT1000008","1","LIDE3",,,,,,,1,,,"6.1",11.00,450.00,
1668,"PNT1000008","1","LIDE3",,,,,,,1,,,"4.2",11.00,450.00,
1669,"PNT1000008","1","CONU4",,,,,,,1,,3,"7",11.00,500.00,
1670,"PNT1000009","7","ARME",,2,2,,1,2,,,3,"4.5",10.00,420.00,
1671,"PNT1000009","9","CONU4",,,2,,4,3,,,4,"4",10.00,510.00,
1672,"PNT1000009","8","LIDE3",,,1,1,4,1,1,,8,"7.5",11.00,600.00,
1673,"PNT1000010","1","CONU4",,,,,,,1,,3,"2.8",11.00,300.00,
1674,"PNT1000010","1","CONU4",,,,,,,1,,4,"6.3",11.00,420.00,
1675,"PNT1000011","1","CONU4",,,,,,,1,,4,"4.8",11.00,420.00,
1676,"PNT1000011","1","CONU4",,,,,,,1,,9,"5.5",11.00,500.00,
1677,"PNT1000012","4","QUCH2",,,2,2,,,,,2,"2",11.00,210.00,
1678,"PNT1000013","1","LIDE3",,,,,1,,,,1,"3.1",9.00,450.00,
1679,"PNT1000014","1","ARME",,,,,,,1,,4,"5.1",11.00,520.00,
1680,"PNT1000014","1","CONU4",,,,,,,1,,5,"4.2",11.00,350.00,
1681,"PNT1000014","1","CONU4",,,,,,,1,,3,"4.5",11.00,300.00,
1682,"PNT1000014","1","ARME",,,,,,,1,,2,"3.3",11.00,350.00,
